dzr_sng_id,dzr_sng_id_old,MSD_sng_id,MSD_track_id,artist_name,track_name,sample_size,sample_rate,valence,arousal,label
830380,830380,SOWFFJZ12A8C1311D8,TRKINBT128F4263386,The Urge,Jump Right In,677376,22050,0.37332522108,-0.923150665621,12
830390,830390,SOSFRGB12AF729F104,TRKZVKU128F4265130,Rasputina,Rose K.,677376,22050,-1.93524985679,-0.655809808621,8
830391,830391,SORQRRN12A8C13155D,TRWQLEN128F4265133,Rasputina,Herb Girls of Birkenau,677376,22050,-1.04019947199,-0.0658161931725,8
830508,896395,SOVOHVX12A8C132543,TRLJJWR128F4263474,The Twilight Singers,King Only,677376,22050,-1.57868506935,0.471938404238,7
830509,896418,SOCTZGG12A58A78C0B,TRVYVRA128F4263475,The Twilight Singers,Twilight,677376,22050,0.722613176124,-0.0381602424484,15
830514,870751,SODHBKR12AF72A5CAF,TRTMYLM128F425EB7A,Mudvayne,-1,677376,22050,-1.16572483083,0.438136686693,7
830529,848380,SODFEQU12A8C132F69,TRHXVDA128F42634C1,Jagged Edge,Can We Be Tight,677376,22050,0.37332522108,-0.923150665621,12
830556,13161695,SOJMUYX12A8C137801,TRIOPPX128F9324E55,Mary Chapin Carpenter,He Thinks He'll Keep Her,677376,22050,-0.112403341402,0.298320491362,4
830587,830587,SODZZDK12A8C13224D,TRBIXRV128F4265915,Curtis Stigers,To Be Loved,677376,22050,0.37332522108,-0.923150665621,12
830657,830657,SOMDWDL12AF729C68D,TRRIQBH128F42637EC,Jerry Cantrell,Breaks My Back,677376,22050,-1.50682634943,0.740815702948,6
830693,896414,SODTAXS12A8C1325BB,TRWJTTP128F4263886,The Twilight Singers,Into The Street,677376,22050,-0.939779184911,-0.194877296552,8
830726,830726,SOTTGTW12A8C135EEA,TRUJGUQ12903CBB4ED,Cypress Hill,We Live This Shit,677376,22050,0.37332522108,-0.923150665621,12
830771,830771,SOLBHAC12D02198DA7,TRMFWNF128F934C460,Bob Dylan,Blowin' In The Wind,677376,22050,-0.480792981487,-0.994595204992,10
830880,830880,SOIQGUI12A8C142E46,TRMMCZF128F9339016,Leonard Cohen,Suzanne,677376,22050,-0.604499132234,-0.0212593836756,8
830957,830957,SODEUFN12A8C132D9D,TRLRVYW128F4264F04,Jagged Edge,Goodbye,677376,22050,-0.347081186197,-0.826354838086,10
830974,830974,SOVNLFF12A8C1323C6,TRKUHOV128F4279BE0,Jorma Kaukonen,Blues Stay Away From Me,677376,22050,1.07190113117,0.846830180724,1
830994,830994,SOAFULU12AF72A46BC,TRCTGMB12903CC6054,Joe Diffie,If You Want Me To,677376,22050,-1.93524985679,-0.655809808621,8
831054,831054,SOHRVOG12A8C13158A,TRIIWDV128F4265142,Keb' Mo',God Trying To Get Your Attention,677376,22050,0.815392789182,0.662457175897,1
831085,831085,SOSWJTO12A8C13054A,TRBDGTO128F4266848,Billy Joel,Sometimes A Fantasy,677376,22050,1.17832480497,1.18331091453,2
831115,10572758,SOXIHTU12AB017BBC7,TRKSXUU128F930A2DB,Cam'Ron,Let Me Know,677376,22050,0.37332522108,-0.923150665621,12
831216,4603396,SOZIUMG12A8AE49351,TRGYSHN128F425FD74,Michael Jackson,Wanna Be Startin' Somethin',677376,22050,0.594359005131,-0.130346744862,15
831218,630285,SOAMAJG12A8C134DEE,TRNUARM128F4265C6F,Spin Doctors,Little Miss Can't Be Wrong,677376,22050,1.17832480497,1.18331091453,2
831247,13178242,SOEDKLC12A8C132D50,TRHZMVB128F42669C6,The Union Underground,Revolution Man,677376,22050,-1.41404673637,-0.273235823604,8
831277,831277,SOFFLWV12A8C131623,TRVYMSA128F4266A4F,3LW,Playas Gon' Play,677376,22050,0.815392789182,0.662457175897,1
831289,831289,SOTLPVB12CF5CFD7F3,TREUPHA128F4278F34,Michael Jackson,Baby Be Mine,677376,22050,0.753539713812,0.195378896997,0
831351,546826,SODNQHW12A8AE47F91,TRMHTJF128F425E0EB,DJ Jazzy Jeff & The Fresh Prince,Summertime,677376,22050,0.37332522108,-0.923150665621,12
831929,864682,SODHTXX12A8C134DDD,TRHUTTG128F4279883,Angélique Kidjo,Tumba,677376,22050,0.815392789182,0.662457175897,1
832667,832667,SODWDXF12AB01809FB,TRCFCHH128F425979D,Leftfield;Cheshire Cat,Chant of a Poor Man,677376,22050,0.37332522108,-0.923150665621,12
833013,833013,SOIRZWF12A8C131230,TRHHINE128F426A547,Raekwon,Live From New York,677376,22050,0.37332522108,-0.923150665621,12
833205,13185686,SOHSYNQ12AB017B950,TREEPDC128F93082C9,G. Love & Special Sauce,No Turning Back,677376,22050,0.526138701412,-1.62837740909,12
833207,13185676,SOVRABK12A8C1339C3,TRVLROE128F9307FBC,G. Love & Special Sauce,Roaches,648000,22050,0.815392789182,0.0816822106896,0
833208,625320,SODVYBN12A8C1323AE,TRECMFY128F42666D9,G. Love & Special Sauce,Rodeo Clowns,677376,22050,0.815392789182,0.0816822106896,0
833209,13185695,SOQMIKH12A8C1339C6,TRHLZJO128F9308602,G. Love & Special Sauce,Numbers,677376,22050,0.815392789182,0.0816822106896,0
833210,13185680,SOMSWVC12AF729CC01,TRVWXNW128F93081EE,G. Love & Special Sauce,Relax,677376,22050,0.769912586704,-0.723413243721,14
833211,13185689,SOORTIH12A6D4F60F6,TRQFKXE128F4273B76,G. Love,Free,677376,22050,0.37332522108,-0.923150665621,12
833213,833213,SOCETSF12AB017EABB,TRZPKGQ128F9307FA6,G. Love & Special Sauce,Kick Drum,677376,22050,1.25746035728,1.086515087,1
833214,833214,SOVHMAY12A8C1339CD,TRMQUYZ128F426A729,G. Love & Special Sauce,Friday Night (Hundred Dollar Bill),677376,22050,1.03642657323,0.874486131448,1
834448,1057205,SOTGICD12A8AE457D0,TRJUQLR128F425A46C,Kylie Minogue,Too Far,677376,22050,-0.308877816114,-0.102690794138,8
834450,7034995,SOXLBQZ12A8AE457D7,TRWBRDE128F425A470,Kylie Minogue,Breathe,677376,22050,0.815392789182,0.662457175897,1
834452,834452,SOKXVGY12A8AE4841E,TRZAIQL128F425A677,Kylie Minogue,Drunk,677376,22050,-0.308877816114,-0.102690794138,8
834872,834872,SOERBDB12A8C1366EB,TRCFBMT128F428894C,Spiritualized,Run,677376,22050,0.37332522108,-0.923150665621,12
836027,836027,SOGILMX12A8C13A60D,TRGQKON128F42998BE,Nick Heyward,Blue Hat For A Blue Day,677376,22050,0.482477707031,-0.471436803793,14
838015,838015,SOBMWND12AB0181B2F,TRHVYZG128F9300969,Bow Wow,Get It Poppin',677376,22050,0.815392789182,0.662457175897,1
845616,15661154,SOEYYLH12A8C1330FE,TRTMSPO128F427175E,Lykke Li,Melodies & Desires,677376,22050,-0.297962567519,-1.00381385523,11
845619,14687033,SOUEAAS12A8C133106,TRLTCOJ128F4271762,Lykke Li,Let It Fall,677376,22050,0.225969365046,0.631728341762,3
845621,845621,SODPCMA12A6D4FC1E8,TRUHNVW128F4271765,Lykke Li,Tonight,677376,22050,-1.08658927852,-0.0773395059742,8
845623,2164793,SOFVUHW12A8C133115,TRZKOQI128F4271768,Lykke Li,Hanging High,677376,22050,-0.951967879174,0.0540262599654,7
845628,866546,SOFOYKG12A8C133122,TRJMTPO128F4271772,Lykke Li,Time Flies,677376,22050,-0.914674113143,-0.227142572397,8
845629,14686864,SOTJPUL12A8C133126,TRJQHOS128F4271775,Lykke Li,Window Blues,677376,22050,-0.765499049011,-1.01841005145,10
846215,846215,SOVHVGT12A8AE476D8,TRZKWIV128F931224B,Big Mountain,Baby I Love Your Way,677376,22050,1.07190113117,0.846830180724,1
846766,846766,SOXSLAV12A6D4F80F4,TRUOVIR128F14863E4,Sister Hazel,Mandolin Moon,677376,22050,0.815392789182,0.662457175897,1
846770,846770,SOBPJVE12A58A794A3,TRWBOSU128F4281471,Sister Hazel,Happy (Acoustic),677376,22050,1.17832480497,1.18331091453,2
847130,847130,SOUVUJA12A81C210DF,TRZTXQT128F422EF31,Opeth,Ghost Of Perdition,677376,22050,-1.05657234488,0.736206377828,6
848021,540588,SODAQCH12AB0182EB6,TRTZWKV128F9336001,Blood_ Sweat & Tears,God Bless The Child,677376,22050,0.829036849926,-0.946197291224,13
848315,848315,SOUDRCO12A6D4FB3AF,TRBHBYD128F92F84ED,Brick,Dazz,677376,22050,1.17832480497,1.18331091453,2
848570,848570,SOLBABY12A8C135B8B,TRGWFAD128F4270A3D,Karla Bonoff,The Water Is Wide,677376,22050,-1.93524985679,-0.655809808621,8
848628,1080995,SOEZFJO12A8C132B92,TRBIUSM128F426E5AE,Teena Marie,Ooo La La La,677376,22050,0.37332522108,-0.923150665621,12
848839,623286,SOMFCPQ12AF72A4392,TRJYPKG128F4270B06,Babyface,Where Will You Go,677376,22050,-1.93524985679,-0.655809808621,8
848886,848886,SOJQFNU12B34F329EE,TRAJJXP128F42727EE,Our Lady Peace,One Man Army,677376,22050,-1.74969063067,0.920579382655,6
848910,627797,SOIOJGL12A8C133F71,TRRGIBF128F427025E,Silverchair,Miss You Love,677376,22050,-0.517359064281,-0.0123480217725,8
848917,848917,SOCQCZB12A8C133F86,TRXRXBD128F4270264,Peter Frampton,Changing All The Time,677376,22050,-1.93524985679,-0.655809808621,8
848920,627800,SOMKFGS12A8C13F985,TRLHYEF128F42B8640,Silverchair,Black Tangled Heart,677376,22050,-0.793514853737,-0.202252216745,8
849195,849195,SOHDUBX12D02191E2F,TRGQERE128F4270B31,Babyface,And Our Feelings,677376,22050,-1.83974143158,0.339804417448,7
849206,849206,SODUMTY12A8C131295,TRAONNA128F4268CCA,Mobb Deep,Where Ya Heart At,677376,22050,0.032223702483,-0.512920729879,12
849425,849425,SODWNFK12D0219920A,TRQTDSD128F4261D56,Neil Diamond,You Don't Bring Me Flowers,677376,22050,-1.04019947199,-0.0658161931725,8
849698,624995,SOUFIEH12A8C13A8D1,TRSHTER12903CE5606,Wheatus,Teenage Dirtbag,677376,22050,1.17832480497,1.18331091453,2
849780,3959787,SOIOXZM12A8C1355BD,TRTBRTO128F92C490A,Pete Murray,Freedom,677376,22050,-1.05657234488,0.736206377828,6
849812,863848,SOEAVZY12A8C130254,TRQONSQ128F42650AF,Jagged Edge,Remedy,677376,22050,0.37332522108,-0.923150665621,12
849846,13197331,SODCZSU12AB018306C,TRAVGZS128F9338603,Tammy Wynette,I Stayed Long Enough,677376,22050,1.07190113117,0.846830180724,1
850062,850062,SOBMLJK12A8AE46E9A,TRDTRNI128F425C36D,Pete Murray,Opportunity,677376,22050,0.86451140786,-0.517530055,14
850386,536164,SOHEUAX12AB018744C,TRRKNMB12903CC6B7E,Tina Arena,I Want To Know What Love Is,677376,22050,1.07190113117,0.846830180724,1
850456,850456,SOFZVRZ12A8C1328B8,TRCSIQL128F427228E,Wyclef Jean featuring Claudette Ortiz of City High,Two Wrongs,677376,22050,1.07190113117,0.846830180724,1
850904,850904,SOOFOGX12A58A7C76A,TRWJRSY128F426483D,New Kids On The Block,Please Don't Go Girl,677376,22050,0.0795231130636,-0.635836066428,12
850983,850983,SOQZZOG12A8C1327A1,TRMGWWU128F427253A,The Ataris,Takeoffs and Landings,677376,22050,-1.48772466439,-0.360813000897,8
850986,850986,SOBJROJ12A8C1327A3,TRYNWPS128F427253B,The Ataris,In This Diary,677376,22050,1.17832480497,1.18331091453,2
850989,850989,SOLGAMS12A8C1327A8,TRBQTKX128F427253C,The Ataris,Unopened Letter to the World,677376,22050,-0.196996518014,0.524177422276,4
850993,850993,SOVXGXI12A8C1327AE,TRTXAHQ128F427253D,The Ataris,Summer '79,677376,22050,0.594359005131,-0.130346744862,15
851008,851008,SOMKWZU12A8C136FFE,TRGQDUH128F4272575,The Ataris,The Saddest Song,677376,22050,-0.932866194133,-0.154929812176,8
851046,851046,SOXDUSG12A8C134034,TRVGKDY128F4272553,Audioslave,Cochise,677376,22050,-1.13661750125,1.09266085383,6
851053,851053,SOTAIQR12A8C13403B,TRGBUKJ128F4272555,Audioslave,Gasoline,677376,22050,-1.64599576901,1.80556980583,5
851056,851056,SONIABZ12A8C132D25,TRRNMAZ128F426E8D8,Tom Rush,Child's Song,677376,22050,-1.04838590843,0.335195092328,7
851057,851057,SOPWVTH12AB01843CE,TRBLANS128F92FD3FF,Audioslave,Like A Stone,677376,22050,-0.731843699175,-0.236361222638,8
851061,851061,SOIZMTQ12AF72A604A,TRTMZIM128F4272559,Audioslave,Shadow On The Sun,677376,22050,-1.93524985679,-0.655809808621,8
851063,851063,SOKLHVK12A8C13404F,TRKRZLR128F427255A,Audioslave,I Am The Highway,677376,22050,-0.574482198597,-0.0842534936553,8
851069,851069,SOZAYVI12A8C134061,TRLOHCZ128F4279DF0,Audioslave,Bring Em Back Alive,677376,22050,-0.60904715248,0.422772269621,6
851071,851071,SOHOFSG12A8C134064,TRFUJQB128F427255E,Audioslave,Light My Way,677376,22050,-1.40040267563,1.53822894883,5
851073,851073,SOICYIT12AB017C39B,TRGYLXD128F427255F,Audioslave,Getaway Car,677376,22050,-1.48772466439,-0.360813000897,8
851075,851075,SOLXZIJ12AB017C3A2,TRETWPM128F4279DF6,Audioslave,The Last Remaining Light,677376,22050,-1.37584336629,-0.146479382785,8
851081,851081,SOOXPGH12A8C136FF5,TRSUPZV128F4272574,The Ataris,My Reply,677376,22050,-1.40040267563,1.53822894883,5
851161,1079004,SOISVHE12A8C141483,TRGGCHR128F92FCCB5,Gregory Abbott,Shake You Down,677376,22050,1.30657897596,1.27549741695,1
851372,627798,SOSBGCQ12A8C1338F5,TROTTXD128F42B863E,Silverchair,Dearest Helpless,677376,22050,-1.48772466439,-0.360813000897,8
851373,851373,SOALURI12A8C136DE8,TRVJEKC128F427399F,Silverchair,Emotion Sickness,677376,22050,-1.39057895189,0.474396710972,7
851587,13250569,SOIZAMU12A58A7762F,TRUYPFR128F932724B,The Outfield,Since You've Been Gone,677376,22050,-1.93524985679,-0.655809808621,8
851763,612464,SOYVXTR12AB0188667,TRWEKAA12903CB136B,Big Audio Dynamite,E=MC2,677376,22050,0.984579142406,-0.0105042917242,15
851867,536979,SOCMGQH12CF5465276,TRCDGGE128F42AEF0A,Marvin Gaye,Sexual Healing,677376,22050,0.722613176124,-0.0381602424484,15
851907,12000483,SOWENDP12A8C1423A3,TRGQRRV128F4267916,Sly & The Family Stone,Fun,677376,22050,0.815392789182,0.662457175897,1
851908,851908,SOEXMVH12A8C133961,TRHWKVS128F4272924,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),677376,22050,1.13193499844,0.637874108583,1
852372,870894,SOTYHMZ12AB0184BB1,TRLHOEM128F932FBC6,Europe,Danger On The Track,677376,22050,0.37332522108,-0.923150665621,12
853081,61572707,SOLVJLL12A8C137279,TRFNANS128F427F8E6,Bic Runga,Gravity,677376,22050,-1.04019947199,-0.0658161931725,8
853271,853271,SONQIUF12B0B807826,TRHMZOB128F426AD3F,Silverchair,Point Of View,677376,22050,-0.308877816114,-0.102690794138,8
853786,853786,SOGJCOF12A6D4F7816,TRMNZCC128F429BEE1,Charlie Rich,Behind Closed Doors,677376,22050,1.07190113117,0.846830180724,1
853801,615292,SOMQTEG12A8C1371B3,TRGDGPF128F4272B18,Bic Runga,When I See You Smile,677376,22050,-0.314335440412,-0.78256624944,11
854452,854452,SOYGSZL12A58A7CF4F,TRFRHSZ128F42705AD,Peter Tosh,Get Up_ Stand Up,677376,22050,0.37332522108,-0.923150665621,12
854525,854525,SOLKEOZ12A8C133569,TRZEGPD128F4261D6A,The Outfield,All The Love,677376,22050,1.54125682076,1.70416465317,2
854564,854564,SOKOSUC12A8C133257,TRNMCJL128F42702C2,Silverchair,Anthem For The Year 2000,677376,22050,-1.70057201199,1.84244440679,5
854568,627799,SOKPNTC12AF72A8184,TRIDMZF128F426AD3D,Silverchair,Do You Feel The Same,677376,22050,-0.947419858928,0.14851742494,7
854731,854731,SODVZIP12A8C1324C1,TRHBMJF128F426B270,Boz Scaggs,Simone,677376,22050,-0.767318257109,0.911360732414,5
855050,855050,SOBNVCL12AAF3B44F5,TRCKKYR128F92F43C8,Robert Johnson,Terraplane Blues,677376,22050,0.482477707031,-0.471436803793,14
855323,587369,SOYVCGY12A58A80195,TRYIRXX128F4272CFE,Bic Runga,She Left On a Monday,677376,22050,-0.914674113143,-0.227142572397,8
855588,855588,SOFAERR12A8C1358E1,TRAPRRF128F4251581,Son House,Grinnin' In Your Face,677376,22050,0.482477707031,-0.471436803793,14
855863,855863,SOSYDPS12AC3DFA566,TREAJZO12903D00DB8,Kansas,Dust In The Wind,677376,22050,-0.937596135192,-0.049222622738,8
855868,855868,SONJPXA12AC3DFA554,TRNFLSV12903D00DB1,Kansas,Hold On,677376,22050,-1.93524985679,-0.655809808621,8
855986,855986,SOMGRZV12A8C134CAB,TRVRYFQ128F427F342,The Isley Brothers,Footsteps In The Dark,677376,22050,0.766274170504,-2.11235654676,12
856252,856252,SOCMASS12A8C136AF7,TRNZUJT128F427076E,Willie Dixon,Back Door Man,677376,22050,0.793562291992,1.04042183579,2
856378,627803,SOFYVLR12A8C133904,TREAFLO128F426AD41,Silverchair,Paint Pastel Princess,677376,22050,-0.559928533802,0.0471122722844,7
856451,856451,SOZGDTY12AB0183B7C,TRGJOTC128F9327349,The Outfield,Part Of Your Life,677376,22050,0.815392789182,0.662457175897,1
857321,13200457,SONMZGV12A8C1345FC,TRFDWLY128F427251C,Uncle Tupelo,Moonshiner,677376,22050,-1.72786013348,-1.10752367045,9
857877,857877,SOIUWWP12A8C1335F5,TRIVKVY128F4271E48,Amanda Marshall,Colleen (I Saw Him First),677376,22050,-1.93524985679,-0.655809808621,8
857895,863867,SOUNPJW12A58A7C930,TRXNPHB128F4271E51,Amanda Marshall,Marry Me,677376,22050,1.07190113117,0.846830180724,1
857994,857994,SOSSMZG12AB0186687,TRFHYOH128F9358CEF,Van Morrison,Brown Eyed Girl,677376,22050,0.909991610338,0.48115705448,1
858447,619313,SOLERTO12A8C13623C,TRAVGAF128F4271A55,Europe,Carrie,677376,22050,-0.431674362809,0.0955101860516,7
858629,858629,SOSVIDH12A8C133544,TRSTMUC128F4271B21,Silverchair,Ana's Song (Open Fire),677376,22050,-1.57322744505,-0.342375700414,8
859059,859059,SOQXGVE12CF5F86D20,TRBDWRY128F427991E,Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),677376,22050,-1.04838590843,0.335195092328,7
859524,859524,SOFYOIJ12A8C136E04,TRJNZOQ128F4271967,Finley Quaye,The Emperor,677376,22050,0.37332522108,-0.923150665621,12
859831,859831,SORFDGD12AF729C428,TRFQOMI128F42742EE,The Psychedelic Furs,All Of This And Nothing,677376,22050,-1.74423300637,1.33541864352,6
860395,860395,SOOUIVW12A58A7B81A,TRVQHPT128F42ACFEC,Tori Amos,Carbon,677376,22050,0.0495061794271,-0.108836560969,13
861041,962231,SOXMLHP12A8C136B2C,TRWFLBE128F428473E,Dawn,Candida,677376,22050,1.54125682076,1.70416465317,2
863130,863130,SOCWLCY12A8C1430C1,TRPXNOB128F92C49E4,Judas Priest,Death,677376,22050,-1.34400722455,0.0048601253478,7
863140,863140,SOKAHSA12A8C137008,TRUNVLA128F427C810,Bernard Butler,Not Alone,677376,22050,1.54125682076,1.70416465317,2
865171,865171,SOZPMSL12A58A78E1D,TRVVCAN128F4259CB6,John Cooper Clarke,Evidently Chickentown,677376,22050,0.482477707031,-0.471436803793,14
865463,865463,SOTHYHY12AB0184699,TRWKSZM128F92EB1C2,Wu-Tang Clan,Reunited,677376,22050,0.37332522108,-0.923150665621,12
865488,865488,SOIJPJE12A8C13674F,TRJDJMN128F4277342,Wu-Tang Clan,The City,677376,22050,-0.308877816114,-0.102690794138,8
866280,866280,SOEPEFI12A8C13EEB2,TRBIZKH128F428253C,Husker Du,Standing In The Rain,677376,22050,0.984579142406,-0.0105042917242,15
866292,866292,SOTJWVF12A8C13EED7,TRJXCCA128F4282547,Husker Du,It's Not Peculiar,677376,22050,1.54125682076,1.70416465317,2
866295,866295,SONORFG12A58A7D284,TRDXHCL128F428254B,Husker Du,Turn It Around,677376,22050,0.0158508295903,0.390506993776,3
866297,866297,SOVUKII12A8C13EFF7,TRRCBAA128F428254E,Husker Du,Up In The Air,677376,22050,0.815392789182,0.662457175897,1
866396,866396,SOLPEGI12AF72A2188,TRAHMLV128F4282571,Husker Du,Too Far Down,677376,22050,-1.44542807608,0.233789939672,7
866832,866832,SOTCLCI12A58A7A94C,TROETPL128F425999E,Des'ree,I'm Kissing You,677376,22050,-0.431674362809,0.0955101860516,7
866836,866836,SOLATBF12A8AE479F0,TRKRYEA128F42599A2,Des'ree,Darwin Star,677376,22050,0.37332522108,-0.923150665621,12
866837,866837,SOKTFLY12A8AE45A2A,TRITASQ128F4259A9C,Des'ree,You Gotta Be,677376,22050,0.716245947775,-0.781798028589,13
867824,867824,SOKPUYD12A8C134835,TRLJGPC128F426EA0A,Anggun,Snow On The Sahara,677376,22050,0.182308370666,0.382210208559,2
867829,2450108,SOUWRVY12A8C1382F0,TRJDEPO128F4278E53,Anggun,A Rose In The Wind,677376,22050,1.07190113117,0.846830180724,1
867847,867847,SOPCYMC12A8C136532,TRQULDL128F426E7CF,Anggun,By The Moon,677376,22050,0.37332522108,-0.923150665621,12
867958,867958,SOQHGOK12AF72A9B83,TRHFFCY128F427A576,Tenacious D,Hard Fucking,672768,22050,1.17832480497,1.18331091453,2
867960,867960,SORYGVV12CF5F891E1,TRMCRIS128F427A578,Tenacious D,Fuck Her Gently,677376,22050,0.957291020918,0.390506993776,0
867965,7674897,SOHBEMA12D0219B56E,TRYNENE128F427A582,Tenacious D,Inward Singing,677376,22050,0.815392789182,0.662457175897,1
867967,867967,SOKZZKV12A8C137683,TRECLRM128F427A583,Tenacious D,Kyle Quit The Band,677376,22050,0.815392789182,0.662457175897,1
868312,868312,SOBAVZH12AB017D362,TRQJXEA128F930B6D0,Judas Priest,Diamonds & Rust (live),677376,22050,1.54125682076,1.70416465317,2
869491,869491,SOEXOBH12A8AE45D9F,TREUBKI128F42597BE,The Stranglers,Always The Sun,677376,22050,1.54125682076,1.70416465317,2
870040,870040,SOMLUPH12B0B80923F,TRJEUJU128F4278396,Wheatus,Sunshine,677376,22050,1.54125682076,1.70416465317,2
870044,870044,SOYXABU12A8C13250E,TRDQSKA128F4263468,Wheatus,Leroy,677376,22050,1.54125682076,1.70416465317,2
870046,870046,SOUTMWB12A58A789F6,TRMXKRA128F4264911,Wheatus,Love Is A Mutt From Hell,677376,22050,1.54125682076,1.70416465317,2
870304,870304,SOZNIJP12A6D4F6A8F,TRNIHYG128F4276806,Big Brovaz,Nu Flow,677376,22050,0.37332522108,-0.923150665621,12
870956,870956,SOHJFVK12A8AE46EE6,TRAYCPP128F4259BF2,Judas Priest,Heavy Duty,677376,22050,-0.308877816114,-0.102690794138,8
873159,873159,SOFTQRK12A8C13F92E,TRZMCWC128F92C4979,Cyndi Lauper,Lay Me Down,677376,22050,-1.74969063067,0.920579382655,6
877651,877651,SOPDPBE12AB0180EEE,TRRZWFZ128F930179B,Era,Misere Mani,677376,22050,0.722613176124,-0.0381602424484,15
877652,877652,SOOPYHP12AB0184E13,TRCSSYH128F92F48B6,Era,Mother,677376,22050,-0.341623561899,-0.0934721438967,8
877656,877656,SOBMQUW12AB0184E28,TRUHOTT128F92F48BE,Era,Cathar Rhythm,677376,22050,0.775825013025,-1.58458882044,13
880181,880181,SOXWIWP12A67020CDB,TRHIAUB128E078DA89,Elton John,Your Song,677376,22050,-0.100578488756,0.538005397638,4
881351,68415004,SOYMWKS12A6D4F6CC6,TRWKVYN128F146247D,Nightwish,Angels Fall First,677376,22050,-1.34400722455,0.0048601253478,7
881367,881367,SOMLISG12D021918E2,TRLEKFG128F9333EFD,Toby Keith,Who's That Man,677376,22050,-1.93524985679,-0.655809808621,8
881395,66722891,SOMVEDR12A8C134EBF,TREPQXL128F4242DED,Toby Keith,Courtesy Of The Red_ White And Blue (The Angry American),677376,22050,-1.70057201199,1.84244440679,5
881399,66722895,SOYWPMG12A6D4F901A,TRAHCDM128F148D60C,Toby Keith,American Soldier,677376,22050,0.37332522108,-0.923150665621,12
881407,17691627,SOAXCEO12CF5F873BF,TRQSGEL128F4242DFC,Toby Keith,A Little Too Late,677376,22050,-1.93524985679,-0.655809808621,8
881410,881410,SONIAEY12AB01820EC,TRGTRYL128F9320F63,Nightwish,She Is My Sin,677376,22050,-0.308877816114,-0.102690794138,8
881414,881414,SONDFUE12A8C13C7A6,TRSMQXY128F93216E3,Nightwish,Come Cover Me,677376,22050,-0.308877816114,-0.102690794138,8
881415,881415,SOWAROE12A58A7B759,TRDUOIT128F427A413,Nightwish,Wanderlust,677376,22050,0.185037182815,-1.21814747335,12
881421,881421,SOWEFDA12A8C13E6AF,TRSBQJU128F93216E8,Nightwish,Crownless,677376,22050,-0.308877816114,-0.102690794138,8
881423,881423,SONPOCX12AB01820FD,TRMHQAW128F9320F6C,Nightwish,Dead Boy's Poem,677376,22050,-1.21375192465,-0.23912681771,8
881742,881742,SOXPJME12AB01857AE,TRNLRBW128F93354AB,Diana Ross & The Supremes,You Can't Hurry Love,677376,22050,1.17832480497,1.18331091453,2
881837,37211841,SORZONV12A6310EBC7,TRUBIAR128E078382C,Mark Knopfler,Whoop De Doo,677376,22050,-1.04838590843,0.335195092328,7
881875,881875,SOAAKSG12A8C136679,TRKSBXZ128F4259809,Melody Gardot,Worrisome Heart,677376,22050,0.37332522108,-0.923150665621,12
881876,881876,SOESBEQ12A58A79396,TRMXZMN128F425980B,Melody Gardot,All That I Need Is Love,677376,22050,0.957291020918,0.390506993776,0
881879,881879,SOQDFVJ12AF729F899,TRIVUMW128F425980E,Melody Gardot,Some Lessons,677376,22050,0.722613176124,-0.0381602424484,15
882158,1087198,SOCOEQZ12AB0180DDE,TRJNHJF128F4257BFB,Kate Voegele,Only Fooling Myself,677376,22050,0.815392789182,0.662457175897,1
882165,2651854,SORNOGJ12A58A79FFF,TRLAHMB128F92FA7EF,Kate Voegele,No Good,677376,22050,0.815392789182,0.662457175897,1
882288,882288,SOVGPZH12A67ADA08A,TRWTOPW128EF3437CF,Fergie,Clumsy,677376,22050,1.54125682076,1.70416465317,2
882292,17605434,SOHKKXU12A67ADA08F,TRGBFIM128F1484B28,Fergie,Voodoo Doll,677376,22050,-0.308877816114,-0.102690794138,8
882295,7431911,SOJZBCP12A67ADA093,TRBDUXD128F148328A,Fergie,Velvet,677376,22050,0.37332522108,-0.923150665621,12
882296,925399,SOHTEWG12A67ADA094,TRMDGUX128F93121CA,Fergie,Big Girls Don't Cry (Personal),677376,22050,0.37332522108,-0.923150665621,12
882303,882303,SOSGYKO12A8C132F75,TRYBFBD128F42380B3,Fergie,Labels Or Love,677376,22050,1.17832480497,1.18331091453,2
882420,7406150,SOLMOJP12A6D4FB953,TRIJWMP128F4238366,Black Tide,Shockwave,677376,22050,0.940918148026,2.75509078069,3
882695,930324,SOOZGQE12A8AE45D86,TRBFPOV128F422BFD2,From First to Last,We All Turn Back To Dust,677376,22050,-1.17118245513,1.43682379617,5
882700,930333,SOWFDQA12AB017ACFE,TRIBCIN128F422BFD7,From First to Last,I Once Was Lost But Now Am Profound,677376,22050,-1.05657234488,0.736206377828,6
883427,883424,SOFAYSF12A81C1F98C,TRMXTDY128F4250867,The Presets,This Boy's In Love,677376,22050,0.957291020918,0.390506993776,0
883671,882019,SOGOUSJ12A8C131543,TRYYOPY128F42386A1,David Jordan,Place In My Heart,677376,22050,0.37332522108,-0.923150665621,12
883673,5638198,SOMQHXF12A8AE46A99,TRCOBYC128F424C2C3,David Jordan,Sun Goes Down,677376,22050,1.17832480497,1.18331091453,2
